Date,HomeTeam,AwayTeam,HomeElo,AwayElo,HI,AI
2022-11-12,Bournemouth,Everton,1645.16027832,1712.22839355,0.0,0.0
2022-11-13,Brighton,Aston Villa,1801.84680176,1732.72180176,0.06600000000000002,0.005
2022-11-13,Fulham,Man United,1684.1282959,1858.27246094,0.013000000000000001,0.135
2022-12-26,Arsenal,West Ham,1915.04614258,1767.14257812,0.10499999999999993,0.001
2022-12-26,Brentford,Tottenham,1738.86108398,1872.13549805,0.017,0.15300000000000002
2022-12-26,Crystal Palace,Fulham,1763.26940918,1684.1282959,0.015,0.008
2022-12-26,Everton,Wolves,1697.43737793,1686.64331055,0.0,0.001
2022-12-26,Leicester,Newcastle,1772.12487793,1841.32421875,0.016,0.188
2022-12-26,Southampton,Brighton,1672.19580078,1801.84680176,0.0,0.051000000000000004
2022-12-26,Aston Villa,Liverpool,1732.72180176,1997.30712891,0.008,0.131
2022-12-27,Man United,Nott'm Forest,1848.86486816,1629.33166504,0.11699999999999999,0.0
2022-12-27,Chelsea,Bournemouth,1888.72277832,1645.16027832,0.044,0.001
2022-12-28,Leeds,Man City,1713.96557617,2044.9029541,0.0,0.12599999999999997
2022-12-30,West Ham,Brentford,1762.09204102,1738.86108398,0.0,0.012999999999999998
2022-12-30,Liverpool,Leicester,1999.2310791,1785.39929199,0.129,0.007
2022-12-31,Wolves,Man United,1681.09326172,1853.42248535,0.001,0.14700000000000002
2022-12-31,Bournemouth,Crystal Palace,1659.95129395,1743.77441406,0.001,0.007
2022-12-31,Fulham,Southampton,1698.45214844,1663.60864258,0.011999999999999999,0.0
2022-12-31,Man City,Everton,2029.19641113,1687.72192383,0.09400000000000003,0.0
2022-12-31,Newcastle,Leeds,1841.32421875,1710.69689941,0.11299999999999999,0.0
2022-12-31,Brighton,Arsenal,1790.72070312,1920.59619141,0.05,0.127
2023-01-01,Nott'm Forest,Chelsea,1624.77416992,1880.50048828,0.0,0.05500000000000001
2023-01-01,Tottenham,Aston Villa,1875.4041748,1743.84777832,0.124,0.002
2023-01-02,Brentford,Liverpool,1754.91503906,2003.81494141,0.019000000000000003,0.14700000000000002
2023-01-03,Arsenal,Newcastle,1925.64685059,1854.60571289,0.11099999999999999,0.17200000000000004
2023-01-03,Everton,Brighton,1695.72351074,1799.30786133,0.0,0.056
2023-01-03,Leicester,Fulham,1769.74438477,1704.48791504,0.002,0.015
2023-01-03,Man United,Bournemouth,1858.39404297,1656.28674316,0.126,0.0
2023-01-04,Southampton,Nott'm Forest,1663.60864258,1630.46240234,0.0,0.0
2023-01-04,Leeds,West Ham,1712.41845703,1748.66674805,0.001,0.0
2023-01-04,Aston Villa,Wolves,1756.51733398,1685.8371582,0.004,0.0
2023-01-04,Crystal Palace,Tottenham,1753.37695312,1872.77539062,0.01,0.13199999999999998
2023-01-05,Chelsea,Man City,1884.16503906,2032.33178711,0.048,0.11600000000000002
2023-01-12,Fulham,Chelsea,1714.91918945,1878.47680664,0.022000000000000002,0.037000000000000005
2023-01-13,Aston Villa,Leeds,1756.51733398,1712.41845703,0.002,0.0
2023-01-14,Man United,Man City,1863.21459961,2024.3302002,0.122,0.14999999999999997
2023-01-14,Brighton,Liverpool,1802.40270996,2006.18847656,0.069,0.125
2023-01-14,Everton,Southampton,1684.4609375,1648.04064941,0.0,0.0
2023-01-14,Nott'm Forest,Leicester,1639.99462891,1759.31298828,0.0,0.0
2023-01-14,Wolves,West Ham,1685.8371582,1748.53149414,0.0,0.0
2023-01-14,Brentford,Bournemouth,1773.82104492,1641.86364746,0.026000000000000002,0.0
2023-01-15,Chelsea,Crystal Palace,1873.39746094,1741.02978516,0.020999999999999998,0.006
2023-01-15,Newcastle,Fulham,1849.7487793,1726.14953613,0.14599999999999996,0.039999999999999994
2023-01-15,Tottenham,Arsenal,1867.8692627,1933.81469727,0.12399999999999997,0.131
2023-01-18,Crystal Palace,Man United,1741.02978516,1863.21459961,0.001,0.10699999999999998
2023-01-19,Man City,Tottenham,2029.40942383,1867.8692627,0.07900000000000001,0.13999999999999999
2023-01-21,West Ham,Everton,1739.55041504,1684.4609375,0.0,0.0
2023-01-21,Crystal Palace,Newcastle,1736.68188477,1857.1541748,0.002,0.17299999999999993
2023-01-21,Southampton,Aston Villa,1657.71655273,1753.65686035,0.0,0.004
2023-01-21,Liverpool,Chelsea,1987.2824707,1862.16723633,0.07999999999999999,0.043
2023-01-21,Bournemouth,Nott'm Forest,1641.86364746,1654.58740234,0.0,0.0
2023-01-21,Leicester,Brighton,1744.72021484,1802.40270996,0.0,0.07600000000000001
2023-01-22,Leeds,Brentford,1712.55371094,1773.82104492,0.0,0.027000000000000003
2023-01-22,Man City,Wolves,2018.15966797,1688.69750977,0.08800000000000002,0.0
2023-01-22,Arsenal,Man United,1930.56567383,1874.46447754,0.12,0.09999999999999998
2023-01-23,Fulham,Tottenham,1721.99316406,1857.59106445,0.028999999999999998,0.11
2023-02-03,Chelsea,Fulham,1870.25158691,1716.51513672,0.03,0.015000000000000001
2023-02-04,Newcastle,West Ham,1854.85754395,1747.41137695,0.14600000000000002,0.0
2023-02-04,Wolves,Liverpool,1695.0546875,1966.57336426,0.0,0.09000000000000001
2023-02-04,Brighton,Bournemouth,1821.90795898,1635.52563477,0.065,0.0
2023-02-04,Man United,Crystal Palace,1866.17077637,1741.84655762,0.125,0.004
2023-02-04,Aston Villa,Leicester,1766.03100586,1745.92407227,0.013000000000000001,0.0
2023-02-04,Everton,Arsenal,1666.92407227,1946.26928711,0.0,0.10099999999999998
2023-02-04,Brentford,Southampton,1779.64672852,1651.43774414,0.027,0.0
2023-02-05,Nott'm Forest,Leeds,1655.09960938,1707.56433105,0.0,0.0
2023-02-05,Tottenham,Man City,1852.72338867,2023.02734375,0.12100000000000002,0.14500000000000002
2023-02-08,Man United,Leeds,1866.17077637,1707.56433105,0.10299999999999998,0.0
2023-02-11,Southampton,Wolves,1644.41601562,1719.13122559,0.0,0.0
2023-02-11,West Ham,Chelsea,1751.38952637,1865.21569824,0.0,0.032
2023-02-11,Arsenal,Brentford,1932.35388184,1785.5625,0.09799999999999998,0.040999999999999995
2023-02-11,Crystal Palace,Brighton,1741.84655762,1821.90795898,0.001,0.099
2023-02-11,Fulham,Nott'm Forest,1721.55102539,1655.09960938,0.009,0.0
2023-02-11,Leicester,Tottenham,1759.25036621,1869.27246094,0.0,0.15799999999999997
2023-02-11,Bournemouth,Newcastle,1632.44067383,1854.85754395,0.0,0.17500000000000004
2023-02-12,Man City,Aston Villa,2025.65148926,1752.70471191,0.09100000000000003,0.003999999999999999
2023-02-12,Leeds,Man United,1699.21447754,1864.90686035,0.0,0.10399999999999998
2023-02-13,Liverpool,Everton,1938.76025391,1680.83947754,0.048,0.0
2023-02-15,Arsenal,Man City,1927.38500977,2017.38269043,0.254,0.261
2023-02-18,Aston Villa,Arsenal,1747.26220703,1915.13256836,0.004,0.11299999999999999
2023-02-18,Brentford,Crystal Palace,1787.89123535,1736.28552246,0.031,0.0
2023-02-18,Brighton,Fulham,1821.07250977,1726.76660156,0.087,0.020000000000000004
2023-02-18,Chelsea,Southampton,1856.39746094,1634.45495605,0.026000000000000002,0.0
2023-02-18,Everton,Leeds,1675.27246094,1694.88696289,0.0,0.0
2023-02-18,Nott'm Forest,Man City,1652.95361328,2024.3548584,0.0,0.16799999999999998
2023-02-18,Wolves,Bournemouth,1723.81188965,1634.46911621,0.0,0.0
2023-02-18,Newcastle,Liverpool,1843.57067871,1939.04711914,0.185,0.136
2023-02-19,Tottenham,West Ham,1845.78515625,1750.77062988,0.11800000000000002,0.0
2023-02-19,Man United,Leicester,1869.41918945,1773.12915039,0.07699999999999996,0.0
2023-02-24,Fulham,Wolves,1734.62561035,1708.39501953,0.032,0.0
2023-02-25,Everton,Aston Villa,1678.81506348,1736.56286621,0.0,0.001
2023-02-25,Leeds,Southampton,1683.75732422,1644.91674805,0.0,0.0
2023-02-25,Leicester,Arsenal,1761.52416992,1918.24487305,0.0,0.14300000000000002
2023-02-25,West Ham,Nott'm Forest,1740.33972168,1656.52697754,0.0,0.0
2023-02-25,Bournemouth,Man City,1642.29907227,2013.40185547,0.0,0.14900000000000002
2023-02-25,Crystal Palace,Liverpool,1735.16845703,1930.37145996,0.0,0.122
2023-02-26,Tottenham,Chelsea,1848.62915039,1838.34887695,0.139,0.016
2023-03-01,Arsenal,Everton,1921.17407227,1670.74597168,0.11499999999999999,0.0
2023-03-01,Liverpool,Wolves,1933.30065918,1713.33532715,0.08700000000000001,0.0
2023-03-04,Wolves,Tottenham,1713.33532715,1860.90539551,0.0,0.16800000000000004
2023-03-04,Southampton,Leicester,1642.02624512,1759.36035156,0.0,0.0
2023-03-04,Chelsea,Leeds,1841.27807617,1692.50622559,0.003,0.0
2023-03-04,Man City,Newcastle,2016.33105469,1833.15686035,0.11599999999999996,0.15399999999999997
2023-03-04,Aston Villa,Crystal Palace,1750.49047852,1742.18322754,0.003,0.0
2023-03-04,Arsenal,Bournemouth,1926.26721191,1642.21386719,0.125,0.0
2023-03-04,Brighton,West Ham,1805.62658691,1753.38598633,0.051000000000000004,0.0
2023-03-05,Nott'm Forest,Everton,1649.3392334,1670.74597168,0.0,0.0
2023-03-05,Liverpool,Man United,1929.21496582,1887.84191895,0.131,0.08899999999999997
2023-03-06,Brentford,Fulham,1784.35070801,1735.54382324,0.021,0.025
2023-03-11,Crystal Palace,Man City,1737.56433105,2025.51452637,0.0,0.15600000000000003
2023-03-11,Leicester,Chelsea,1751.74243164,1851.9942627,0.0,0.005
2023-03-11,Tottenham,Nott'm Forest,1847.31860352,1650.34375,0.15300000000000002,0.0
2023-03-11,Everton,Brentford,1669.60461426,1791.80004883,0.0,0.054
2023-03-11,Bournemouth,Liverpool,1642.53051758,1949.54455566,0.0,0.17300000000000001
2023-03-11,Leeds,Brighton,1690.80407715,1821.57263184,0.0,0.109
2023-03-12,Fulham,Arsenal,1732.12695312,1934.15246582,0.01,0.132
2023-03-12,Man United,Southampton,1875.2088623,1656.7355957,0.08699999999999997,0.0
2023-03-12,West Ham,Aston Villa,1749.76013184,1759.14196777,0.0,0.006
2023-03-12,Newcastle,Wolves,1831.02050781,1722.50561523,0.12199999999999997,0.0
2023-03-15,Brighton,Crystal Palace,1822.46630859,1737.67492676,0.05600000000000001,0.0
2023-03-15,Southampton,Brentford,1663.49536133,1785.0559082,0.0,0.023
2023-03-17,Nott'm Forest,Newcastle,1650.68347168,1839.55993652,0.0,0.195
2023-03-18,Chelsea,Everton,1865.9864502,1683.13269043,0.005,0.0
2023-03-18,Southampton,Tottenham,1655.75512695,1852.43920898,0.0,0.177
2023-03-18,Wolves,Leeds,1722.48535156,1696.69433594,0.0,0.0
2023-03-18,Aston Villa,Bournemouth,1764.66357422,1660.7088623,0.004,0.0
2023-03-18,Brentford,Leicester,1795.19787598,1746.26953125,0.029,0.0
2023-03-19,Arsenal,Crystal Palace,1946.33044434,1734.17626953,0.124,0.0
2023-04-01,Man City,Liverpool,2042.07543945,1934.42553711,0.10499999999999998,0.10900000000000001
2023-04-01,Arsenal,Leeds,1937.35522461,1711.10632324,0.126,0.0
2023-04-01,Bournemouth,Fulham,1652.87463379,1728.14892578,0.0,0.006
2023-04-01,Brighton,Brentford,1827.83215332,1791.74316406,0.09699999999999999,0.038000000000000006
2023-04-01,Crystal Palace,Leicester,1728.99938965,1748.65527344,0.0,0.0
2023-04-01,Nott'm Forest,Wolves,1645.27526855,1707.53881836,0.0,0.0
2023-04-01,Chelsea,Aston Villa,1859.50634766,1764.12915039,0.003,0.006999999999999999
2023-04-02,Newcastle,Man United,1843.89941406,1883.70861816,0.191,0.16400000000000003
2023-04-02,West Ham,Southampton,1751.7487793,1659.07275391,0.0,0.0
2023-04-03,Everton,Tottenham,1689.07836914,1848.05273438,0.0,0.18
2023-04-04,Bournemouth,Brighton,1661.45166016,1825.32202148,0.0,0.11499999999999999
2023-04-04,Leeds,Nott'm Forest,1711.10632324,1645.5411377,0.0,0.0
2023-04-04,Leicester,Aston Villa,1741.45727539,1771.42907715,0.0,0.01
2023-04-04,Chelsea,Liverpool,1842.73327637,1933.89111328,0.001,0.08399999999999999
2023-04-05,Man United,Brentford,1883.70861816,1794.2532959,0.15100000000000002,0.034
2023-04-05,West Ham,Newcastle,1751.7487793,1843.89941406,0.0,0.18699999999999994
2023-04-08,Tottenham,Brighton,1845.14440918,1825.32202148,0.11599999999999999,0.09799999999999999
2023-04-08,Southampton,Man City,1654.57678223,2041.54101562,0.0,0.134
2023-04-08,Wolves,Chelsea,1707.27294922,1842.73327637,0.0,0.0
2023-04-08,Leicester,Bournemouth,1733.15759277,1661.45166016,0.0,0.0
2023-04-08,Man United,Everton,1872.80004883,1689.07836914,0.11299999999999999,0.0
2023-04-08,Brentford,Newcastle,1794.2532959,1854.8079834,0.005,0.18199999999999994
2023-04-08,Aston Villa,Nott'm Forest,1788.20214844,1645.5411377,0.015,0.0
2023-04-08,Fulham,West Ham,1719.57177734,1756.24475098,0.001,0.0
2023-04-09,Leeds,Crystal Palace,1712.44714355,1736.1973877,0.0,0.0
2023-04-09,Liverpool,Arsenal,1926.77844238,1945.83642578,0.034999999999999996,0.13
2023-04-15,Man City,Leicester,2061.30273438,1722.83129883,0.135,0.0
2023-04-15,Tottenham,Bournemouth,1852.49487305,1666.05395508,0.14300000000000002,0.0
2023-04-15,Southampton,Crystal Palace,1652.79833984,1754.76879883,0.0,0.0
2023-04-15,Wolves,Brentford,1718.73083496,1782.32702637,0.0,0.001
2023-04-15,Chelsea,Brighton,1827.96508789,1827.4185791,0.0,0.074
2023-04-15,Aston Villa,Newcastle,1802.28466797,1877.09521484,0.030000000000000002,0.18100000000000005
2023-04-15,Everton,Fulham,1688.75549316,1711.67504883,0.0,0.0
2023-04-16,West Ham,Arsenal,1751.61779785,1947.61877441,0.0,0.16599999999999993
2023-04-16,Nott'm Forest,Man United,1636.44006348,1882.65478516,0.0,0.1140000000000001
2023-04-17,Leeds,Liverpool,1694.96582031,1926.02758789,0.0,0.027
2023-04-21,Arsenal,Southampton,1941.6619873,1641.28869629,0.16500000000000004,0.0
2023-04-22,Liverpool,Nott'm Forest,1932.34655762,1629.34545898,0.043,0.0
2023-04-22,Fulham,Leeds,1722.18371582,1685.45922852,0.0,0.0
2023-04-22,Brentford,Aston Villa,1769.02697754,1815.48950195,0.0,0.032
2023-04-22,Crystal Palace,Everton,1762.31945801,1674.2878418,0.0,0.0
2023-04-22,Leicester,Wolves,1719.14086914,1728.84326172,0.0,0.0
2023-04-23,Newcastle,Tottenham,1859.93139648,1831.53466797,0.22399999999999998,0.177
2023-04-23,Bournemouth,West Ham,1672.1394043,1754.38684082,0.0,0.0
2023-04-25,Wolves,Crystal Palace,1716.23925781,1756.86157227,0.0,0.0
2023-04-25,Aston Villa,Fulham,1810.03161621,1716.72583008,0.016,0.001
2023-04-25,Leeds,Leicester,1680.00134277,1713.68310547,0.0,0.0
