Date,HomeTeam,AwayTeam,HomeElo,AwayElo,HI,AI
2018-08-10,Man United,Leicester,1884.5333252,1697.0970459,0.09199999999999997,0.061999999999999986
2018-08-11,Bournemouth,Cardiff,1673.37939453,1576.0892334,0.033,0.015
2018-08-11,Fulham,Crystal Palace,1633.39855957,1692.55053711,0.02,0.02899999999999999
2018-08-11,Huddersfield,Chelsea,1566.70019531,1836.60314941,0.008,0.124
2018-08-11,Newcastle,Tottenham,1670.47021484,1914.44775391,0.039999999999999994,0.14199999999999996
2018-08-11,Watford,Brighton,1626.03417969,1632.46728516,0.034999999999999996,0.020999999999999998
2018-08-11,Wolves,Everton,1592.67797852,1699.16149902,0.034,0.048
2018-08-12,Arsenal,Man City,1823.60009766,1974.56054688,0.11099999999999999,0.118
2018-08-12,Liverpool,West Ham,1917.3302002,1673.33166504,0.08600000000000008,0.053000000000000005
2018-08-12,Southampton,Burnley,1653.50097656,1691.31921387,0.023999999999999997,0.033
2018-08-18,West Ham,Bournemouth,1669.98205566,1679.63439941,0.035,0.054
2018-08-18,Tottenham,Fulham,1918.74829102,1622.17236328,0.09399999999999997,0.023
2018-08-18,Leicester,Wolves,1697.54724121,1594.20214844,0.029000000000000005,0.02
2018-08-18,Chelsea,Arsenal,1843.04711914,1816.09594727,0.10600000000000004,0.126
2018-08-18,Cardiff,Newcastle,1570.63659668,1666.97192383,0.007,0.020999999999999998
2018-08-18,Everton,Southampton,1701.18139648,1652.74523926,0.033,0.020999999999999998
2018-08-19,Brighton,Man United,1623.58996582,1887.62719727,0.011,0.10600000000000004
2018-08-19,Burnley,Watford,1704.69567871,1635.71386719,0.017,0.044
2018-08-19,Man City,Huddersfield,1982.86706543,1561.05847168,0.08900000000000008,0.005
2018-08-20,Crystal Palace,Liverpool,1704.57897949,1921.08105469,0.04000000000000001,0.10399999999999998
2018-08-25,Southampton,Leicester,1650.09790039,1703.32531738,0.008,0.03900000000000001
2018-08-25,Wolves,Man City,1591.16577148,1987.18615723,0.012,0.10299999999999998
2018-08-25,Liverpool,Brighton,1929.88952637,1639.53967285,0.08499999999999996,0.023999999999999997
2018-08-25,Bournemouth,Everton,1691.58630371,1706.57055664,0.04600000000000001,0.03699999999999999
2018-08-25,Arsenal,West Ham,1813.13830566,1663.5135498,0.08499999999999999,0.034
2018-08-25,Huddersfield,Cardiff,1562.22277832,1574.25793457,0.002,0.005999999999999999
2018-08-26,Fulham,Burnley,1619.11645508,1673.13830566,0.008,0.012000000000000002
2018-08-26,Newcastle,Chelsea,1665.07873535,1851.48828125,0.012000000000000004,0.11899999999999994
2018-08-26,Watford,Crystal Palace,1654.94250488,1701.25402832,0.044,0.025999999999999995
2018-08-27,Man United,Tottenham,1877.16088867,1923.53234863,0.11499999999999999,0.131
2018-09-01,Everton,Huddersfield,1704.23901367,1556.96081543,0.03499999999999999,0.001
2018-09-01,Brighton,Fulham,1631.77893066,1627.83398438,0.011,0.011
2018-09-01,Chelsea,Bournemouth,1852.84924316,1686.40734863,0.10799999999999998,0.053000000000000005
2018-09-01,Crystal Palace,Southampton,1689.90930176,1635.48791504,0.015,0.011
2018-09-01,Leicester,Liverpool,1705.45605469,1927.65551758,0.04299999999999998,0.11299999999999999
2018-09-01,Man City,Newcastle,1976.01794434,1659.96252441,0.08100000000000007,0.01
2018-09-01,West Ham,Wolves,1655.34082031,1594.82348633,0.013999999999999999,0.012
2018-09-02,Burnley,Man United,1651.97192383,1858.56384277,0.006999999999999999,0.097
2018-09-02,Cardiff,Arsenal,1572.00952148,1813.80041504,0.002,0.098
2018-09-02,Watford,Tottenham,1656.29248047,1934.61889648,0.068,0.11699999999999999
2018-09-15,Newcastle,Arsenal,1656.15490723,1811.31616211,0.008,0.1
2018-09-15,Watford,Man United,1656.29248047,1856.07958984,0.07400000000000001,0.11399999999999999
2018-09-15,Man City,Fulham,1973.53356934,1629.77966309,0.06999999999999998,0.009
2018-09-15,Tottenham,Liverpool,1932.13452148,1929.28137207,0.10999999999999999,0.12799999999999997
2018-09-15,Chelsea,Cardiff,1854.47924805,1569.52514648,0.09700000000000009,0.0
2018-09-15,Huddersfield,Crystal Palace,1554.47644043,1687.42492676,0.0,0.019000000000000003
2018-09-15,Bournemouth,Leicester,1679.80859375,1701.3458252,0.03400000000000001,0.051
2018-09-16,Everton,West Ham,1696.31591797,1641.6151123,0.02700000000000001,0.006999999999999999
2018-09-16,Wolves,Burnley,1603.58068848,1645.2199707,0.013000000000000001,0.001999999999999999
2018-09-17,Southampton,Brighton,1651.36914062,1629.83312988,0.006000000000000002,0.013
2018-09-22,Man United,Wolves,1873.33325195,1609.8236084,0.11399999999999999,0.024
2018-09-22,Liverpool,Southampton,1939.33544922,1645.22399902,0.08699999999999997,0.012999999999999998
2018-09-22,Leicester,Huddersfield,1688.0480957,1549.21435547,0.024999999999999998,0.0
2018-09-22,Fulham,Watford,1626.49182129,1660.77038574,0.003,0.05500000000000001
2018-09-22,Crystal Palace,Newcastle,1674.71618652,1646.8717041,0.020000000000000004,0.004
2018-09-22,Cardiff,Man City,1559.22277832,1957.77124023,0.001,0.093
2018-09-22,Burnley,Bournemouth,1633.77502441,1685.57800293,0.001,0.033
2018-09-22,Brighton,Tottenham,1628.4498291,1895.8963623,0.011000000000000001,0.15999999999999998
2018-09-23,Arsenal,Everton,1816.86828613,1679.23352051,0.09699999999999998,0.027999999999999997
2018-09-23,West Ham,Chelsea,1655.82202148,1853.45581055,0.011,0.124
2018-09-29,West Ham,Man United,1659.63513184,1875.65979004,0.005999999999999999,0.11600000000000002
2018-09-29,Newcastle,Leicester,1651.84936523,1690.37451172,0.003,0.025999999999999995
2018-09-29,Man City,Brighton,1963.86547852,1627.31054688,0.08399999999999996,0.006999999999999999
